code,city_code,region_code,en,ar
10403151013,3151,4,Al Gharbiyyah Dist.,حي الغربية
10403151014,3151,4,As Safa Dist.,حي الصفا
10403151015,3151,4,Al Qadisiyah Dist.,حي القادسية
10403151016,3151,4,Hiteen Dist.,حي حطين
10403151017,3151,4,Al Wadi Dist.,حي الوادي
10403151018,3151,4,Al Yarmuk Dist.,حي اليرموك
10410872001,10872,4,Faidat Al Salamat,فيضة السلمات
10410872002,10872,4,Al Marmuthah Ash Shamaliyah,المرموثة الشمالية
10410872003,10872,4,Al Kharisha,الخريشاء
10410872004,10872,4,Al Mudairy,المديري
10500012001,12,5,Az Zahrah Dist.,حي الزهرة
10500012002,12,5,Al Marbidia Dist.,حي المربدية
10500012003,12,5,Al Quds Dist.,حي القدس
10500012004,12,5,Al Jawharah Dist.,حي الجوهرة
10500012005,12,5,Al Wurud 2nd Dist.,حي الورود الثاني
10500012006,12,5,Al Muhandisin Dist.,حي المهندسين
10500012007,12,5,Ayn Musa Dist.,حي عين موسى
10500012008,12,5,As Suqur Dist.,حي الصقور
10500012009,12,5,Al Wahah Dist.,حي الواحة
10500012010,12,5,Al Hada Dist.,حي الهدا
10500012011,12,5,Al Thulaythiyah Dist.,حي الثليثية
10500012012,12,5,Al Muallimeen Dist.,حي المعلمين
10500012013,12,5,Al Asimah Dist.,حي العاصمة
10500012014,12,5,Al Omaraa Dist.,حي الأمراء
10500012015,12,5,Al Nakhil Dist.,حي النخيل
10500012016,12,5,Al Aziziyah 2nd Dist.,حي العزيزية الثاني
10500012017,12,5,Al Hamra 3rd Dist.,حي الحمراء الثالث
10500012018,12,5,Al Mirqab Dist.,حي المرقاب
10500012019,12,5,Ar Rabiyah Dist.,حي الرابية
10500012020,12,5,Al Hizam Al Akhdar Dist.,حي الحزام الأخضر
10500012021,12,5,Al Jamiyin Dist.,حي الجامعيين
10500012022,12,5,Ar Rawdah Dist.,حي الروضة
10500012023,12,5,Ghirnatah Dist.,حي غرناطة
10500012024,12,5,As Sahafah Dist.,حي الصحافة
10500012026,12,5,Um Khraisan Dist.,حي ام خريسان
10500012027,12,5,Al Olaya Dist.,حي العليا
10500012028,12,5,Al Hamra 2nd Dist.,حي الحمراء الثاني
10500012029,12,5,Al Badriyah Dist.,حي البدرية
10500012030,12,5,As Sunaidah Dist.,حي السنيدية
10500012031,12,5,Al Muhammadiyah Dist.,حي المحمدية
10500012032,12,5,Ladhah Dist.,حي لذه
10500012033,12,5,Government Departments Complex 2nd  Dist.,حي مجمع الدوائر الحكومية الثاني
10500012034,12,5,Al Mazrooa 2nd Dist.,حي المزروع الثاني
10500012035,12,5,Al Wurud 3rd Dist.,حي الورود الثالث
10500012036,12,5,Ar Rabwah Dist.,حي الربوه
10500012037,12,5,Ar Ruwaida Dist.,حي الرويضة
10500012038,12,5,Ar Rafiah Dist.,حي الرفيعة
10500012039,12,5,Al Hawra Dist.,حي الحوراء
10500012040,12,5,Ar Ruqaiqah Dist.,حي الرقيقة
10500012041,12,5,Al Mazrooa 1st Dist.,حي المزروع الاول
10500012042,12,5,Juba Dist.,حي جوبا
10500012043,12,5,Al Busairah Dist.,حي البصيرة
10500012044,12,5,Al Muruj Southern Dist.,حي المروج الجنوبي
10500012045,12,5,As Sulaimaniyah Dist.,حي السليمانية
10500012046,12,5,Al Hamra 1st Dist.,حي الحمراء الأول
10500012047,12,5,Ash Shihabiyah Dist.,حي الشهابية
10500012048,12,5,Al Aziziyah 1st Dist.,حي العزيزية الأول
10500012049,12,5,King Faisal University 1st Dist.,حي جامعة الملك فيصل الأول
10500012050,12,5,Al Matar Dist.,حي المطار
10500012051,12,5,Hajr Dist.,حي هجر
10500012052,12,5,Mansubi Al Taleem 1st Dist.,حي منسوبي التعليم الأول
10500012053,12,5,Munifah Dist.,حي منيفة
10500012054,12,5,Al Bandariyah Dist.,حي البندرية
10500012055,12,5,Al Uwaimiriyah Dist.,حي العويمرية
10500012056,12,5,An Nayfiyah Dist.,حي النايفية
10500012057,12,5,Al Naseem Dist.,حي النسيم
10500012058,12,5,Al Doha Dist.,حي الدوحة
10500012059,12,5,Al Muthalath Dist.,حي المثلث
10500012060,12,5,Ar Rayyan Dist.,حي الريان
10500012061,12,5,Alghawbia Agricultural Area,منطقة الغويبة الزراعية
10500012062,12,5,Al Wasitah Dist.,حي الوسيطة
10500012063,12,5,Al Salmaniyah 2nd Dist.,حي السلمانية الثاني
10500012064,12,5,Al Shagaibiyah Dist.,حي الشغيبية
10500012065,12,5,King Faisal University 3rd Dist.,حي جامعة الملك فيصل الثالث
10500012066,12,5,Al Iskan 1st Dist.,حي الإسكان الأول
10500012067,12,5,As Suwaidirah Dist.,حي صويدرة
10500012068,12,5,Al Khalidiyah Dist.,حي الخالدية
10500012069,12,5,Al Salmaniyah 4th Dist.,حي السلمانية الرابع
10500012070,12,5,Mansubi Al Taleem 2nd Dist.,حي منسوبي التعليم الثاني
10500012071,12,5,Al Wurud 1st Dist.,حي الورود الأول
10500012072,12,5,Al Faisaliyah 2nd Dist.,حي الفيصلية الثاني
10500012073,12,5,An Nasriyah Dist.,حي الناصرية
10500012074,12,5,Al Luwaymi Dist.,حي اللويمي
10500012075,12,5,Al Khudud Dist.,حي الخدود
10500012076,12,5,Al Salmaniyah 3rd Dist.,حي السلمانية الثالث
10500012077,12,5,Al Mazruiyah Dist.,حي المزروعية
10500012078,12,5,Al Majidiyah Dist.,حي المجيدية
10500012079,12,5,King Fahd Dist.,حي الملك فهد
10500012080,12,5,At Taawun Dist.,حي التعاون
10500012081,12,5,Al Danah Dist.,حي الدانة
10500012082,12,5,Al Fardus Dist.,حي الفردوس
10500012083,12,5,As Saifa Dist.,حي السيفة
10500012084,12,5,Al Hufayrah Dist.,حي الحفيرة
10500012085,12,5,Al Salmaniyah 1st Dist.,حي السلمانية الأول
10500012086,12,5,As Salhiyah Dist.,حي الصالحية
10500012087,12,5,Al Mubarakiyah Dist.,حي المباركية
10500012088,12,5,Imam Muhammed Ibn Saud Islamic University,جامعة الامام محمد بن سعود الاسلامية
10500012089,12,5,Al Faisaliyah 1st Dist.,حي الفيصلية الأول
10500012090,12,5,Ar Refah Southern Dist.,حي الرفعة الجنوبية
10500012091,12,5,King Faisal University 2nd Dist.,حي جامعة الملك فيصل الثاني
10500012092,12,5,Al Iskan 2nd Dist.,حي الإسكان الثاني
10500012093,12,5,Sports City,المدينة الرياضية
10500012094,12,5,Al Muruj Northern Dist.,حي المروج الشمالي
10500012095,12,5,Al Ahsa Airport,مطار الأحساء
10500012096,12,5,Al Talayah Dist.,حي الطالعية
10500012097,12,5,Al Naathel Dist.,حي النعاثل
10500012098,12,5,Al Koot Dist.,حي الكوت
10500012099,12,5,Ar Refah Northern Dist.,حي الرفعة الشمالية
10500012100,12,5,Az Zahra Dist.,حي الزهراء
10500012101,12,5,Al Aseelah Dist.,حي العسيلة
10500013001,13,5,Al Khalidiyah Ash Shamaliyah Dist.,حي الخالدية الشمالية
10500013002,13,5,An Nasriyah Dist.,حي الناصرية
10500013003,13,5,1st Industrial Dist.,حي الصناعية الاولى
10500013004,13,5,Al Fanar Dist.,حي الفنار
10500013005,13,5,Al Athir Dist.,حي الأثير
10500013006,13,5,Al Jalawiyah Dist.,حي الجلوية
10500013007,13,5,Al Nakhil Dist.,حي النخيل
10500013008,13,5,Al Qazaz Dist.,حي القزاز
10500013009,13,5,Al Badiyah Dist.,حي البادية
10500013010,13,5,Ad Dawasir Dist.,حي الدواسر
10500013011,13,5,Al Anud Dist.,حي العنود
10500013012,13,5,Ash Shati Al Gharbi Dist.,حي الشاطئ الغربي
10500013013,13,5,Ad Dabab Dist.,حي الضباب
10500013014,13,5,Al Manar Dist.,حي المنار
10500013015,13,5,An Nur Dist.,حي النور
10500013016,13,5,As Salam Dist.,حي السلام
10500013017,13,5,Az Zuhur Dist.,حي الزهور
10500013018,13,5,Al Muraikabat Dist.,حي المريكبات
10500013019,13,5,An Nahdah Dist.,حي النهضة
10500013020,13,5,Dahiyat Al Malik Fahd Dist.,حي ضاحية الملك فهد
10500013021,13,5,As Saif Dist.,حي السيف
10500013022,13,5,As Sinaiyah Dist.,حي الصناعية
10500013023,13,5,Uhud Dist.,حي احد
10500013024,13,5,Badr Dist.,حي بدر
10500013025,13,5,Al Khalij Dist.,حي الخليج
10500013026,13,5,Ar Rawdah Dist.,حي الروضة
10500013027,13,5,Taibah Dist.,حي طيبة
10500013028,13,5,Al Jamiyin Dist.,حي الجامعيين
10500013029,13,5,Ar Rayyan Dist.,حي الريان
10500013030,13,5,Al Qadisiyah Dist.,حي القادسية
10500013031,13,5,Ghirnatah Dist.,حي غرناطة
10500013032,13,5,Al Adamah Dist.,حي العدامة
10500013033,13,5,Prince Muhammed Ibn Saud Dist.,حي الامير محمد بن سعود
10500013034,13,5,At Tubayshi Dist.,حي الطبيشي
10500013035,13,5,Al Mazruiyah Dist.,حي المزروعية
10500013036,13,5,As Safa Dist.,حي الصفا
10500013037,13,5,Al Muntazah Dist.,حي المنتزه
10500013038,13,5,An Nuzhah Dist.,حي النزهة
10500013039,13,5,Al Firdaws Dist.,حي الفردوس
10500013040,13,5,Qasr Al Khalij Dist.,حي قصر الخليج
10500013041,13,5,2nd Industrial City,المدينة الصناعية الثانية
10500013042,13,5,King Fahd International Airport,مطار الملك فهد الدولي
10500013043,13,5,Al Kuthriah Dist.,حي الخضرية
10500013044,13,5,Madinat Al Ummal Dist.,حي مدينة العمال
10500013045,13,5,Al Amamrah Dist.,حي العمامرة
10500013046,13,5,Al Badi Dist.,حي البديع
10500013047,13,5,Ash Shati Ash Sharqi Dist.,حي الشاطئ الشرقي
10500013048,13,5,Al Fayha Dist.,حي الفيحاء
10500013049,13,5,Ash Shifa Dist.,حي الشفاء
10500013050,13,5,Ar Rakah Ash Shamaliyah Dist.,حي الراكة الشمالية
10500013051,13,5,An Nawras Dist.,حي النورس
10500013052,13,5,Al Faisaliyah Dist.,حي الفيصلية
10500013053,13,5,Al Itisalat Dist.,حي الاتصالات
10500013054,13,5,Ibn Khaldun Dist.,حي ابن خلدون
10500013055,13,5,As Suq Dist.,حي السوق
10500013056,13,5,Ar Rabie Dist.,حي الربيع
10500013057,13,5,Al Hamra Dist.,حي الحمراء
10500013058,13,5,Al Buhayrah Dist.,حي البحيرة
10500013059,13,5,Al Jawharah Dist.,حي الجوهرة
10500013060,13,5,Ar Rabiyah Dist.,حي الرابية
10500013061,13,5,Ad Danah Dist.,حي الدانة
10500013062,13,5,Al Muhammadiyah Dist.,حي المحمدية
10500013063,13,5,Al Aziziyah Dist.,حي العزيزية
10500013064,13,5,Al Wahah Dist.,حي الواحة
10500013065,13,5,Al Basatin Dist.,حي البساتين
10500013066,13,5,Al Iskan Dist.,حي الاسكان
10500013068,13,5,King Faisal University,مدينة الملك فيصل الجامعية
10500013069,13,5,Al Hussam Dist.,حي الحسام
10500013070,13,5,King Abdul Aziz Seaport Dist.,حي ميناء الملك عبدالعزيز
10500013071,13,5,Al Naseem Dist.,حي النسيم
10500013072,13,5,Al Khalidiyah Al Janubiyah Dist.,حي الخالدية الجنوبية
10500013073,13,5,Ash Shulah Dist.,حي الشعلة
10500013074,13,5,Al Anwar Dist.,حي الأنوار
10500013075,13,5,Al Amal Dist.,حي الأمل
10500013076,13,5,Ash Sharq Dist.,حي الشرق
10500013077,13,5,Al Hadabah Dist.,حي الهضبة
10500013078,13,5,Al Matar Dist.,حي المطار
10500013079,13,5,Al Amanah Dist.,حي الأمانة
10500013080,13,5,Al Fursan Dist.,حي الفرسان
10500013081,13,5,Al Maha Dist.,حي المها
10500013082,13,5,An Nada Dist.,حي الندى
10500013083,13,5,3rd Industrial City,المدينة الصناعية الثالثة
10500013084,13,5,King Salman Energy Park,مدينة الملك سلمان للطاقة
10500013085,13,5,Al Iskan Al Janubi Dist.,حي الإسكان الجنوبي
10500013086,13,5,Al Urubah Dist.,حي العروبة
10500013087,13,5,Al Iskan Northren Dist.,حي الاسكان الشمالي
10500013088,13,5,Al Jud Dist.,حي الجود
10500031001,31,5,At Tahliyah Dist.,حي التحلية
10500031002,31,5,Ibn Sina Dist.,حي ابن سيناء
10500031003,31,5,Al Hizam Al Akhdar Dist.,حي الحزام الاخضر
10500031004,31,5,Sinaiyah Ath Thuqbah Dist.,حي صناعية الثقبة
10500031005,31,5,At Taawun Dist.,حي التعاون
10500031006,31,5,Ar Rakah Al Janubiyah Dist.,حي الراكة الجنوبية
10500031007,31,5,Al Khubar Ash Shamaliyah Dist.,حي الخبر الشمالية
10500031008,31,5,Madinat Al Ummal Dist.,حي مدينة العمال
10500031009,31,5,Al Aqrabiyah Dist.,حي العقربية
10500031010,31,5,Al Khubar Al Janubiyah Dist.,حي الخبر الجنوبية
10500031011,31,5,Ar Rawabi Dist.,حي الروابي
10500031012,31,5,Al Yarmok Dist.,حي اليرموك
10500031013,31,5,Qurtubah Dist.,حي قرطبة
10500031014,31,5,Al Jawharah Dist.,حي الجوهرة
10500031015,31,5,Al Hizam Adh Dhahabi Dist.,حي الحزام الذهبي
10500031016,31,5,Al Andalus Dist.,حي الاندلس
10500031017,31,5,Al Hada Dist.,حي الهدا
10500031018,31,5,Al Bandariyah Dist.,حي البندرية
10500031019,31,5,Al Bustan Dist.,حي البستان
10500031020,31,5,Ath Thuqbah Dist.,حي الثقبة
10500031021,31,5,Al Olaya Dist.,حي العليا
10500031022,31,5,Al Iskan Dist.,حي الاسكان
10500031023,31,5,Al Hamra Dist.,حي الحمراء
10500031024,31,5,Al Jisr Dist.,حي الجسر
10500031025,31,5,Al Khuzama Dist.,حي الخزامى
10500031026,31,5,Sports City,المدينة الرياضية
10500031027,31,5,Al Bahar Dist.,حي البحر
10500031028,31,5,Al Kurnaish Dist.,حي الكورنيش
10500031029,31,5,Sinaiyah Al Fawaziyah Dist.,حي صناعية الفوازية
10500031030,31,5,As Sahil Dist.,حي الساحل
10500031031,31,5,Al Khawr Dist.,حي الخور
10500031032,31,5,Ishbiliya Dist.,حي اشبيليا
10500031033,31,5,Al Buhayrah Dist.,حي البحيرة
10500031034,31,5,Ash Sheraa Dist.,حي الشراع
10500031035,31,5,Al Kawthar Dist.,حي الكوثر
10500031036,31,5,Ar Raja Dist.,حي الرجاء
10500031037,31,5,As Sawari Dist.,حي الصواري
10500031038,31,5,Al Aqiq Dist.,حي العقيق
10500031039,31,5,Al Maha Dist.,حي المها
10500031040,31,5,Al Amwaj Dist.,حي الامواج
10500031041,31,5,Al Lulu Dist.,حي اللؤلؤ
10500031042,31,5,Al Murjan Dist.,حي المرجان
10500031043,31,5,As Sufun Dist.,حي السفن
10500031044,31,5,As Sadafah Dist.,حي الصدفة
10500047001,47,5,Ar Rabie Dist.,حي الربيع
10500047002,47,5,Al Iskan Dist.,حي الاسكان
10500047003,47,5,Al Jamiah Dist.,حي الجامعة
10500047004,47,5,Ar Rabiyah Dist.,حي الرابية
10500047005,47,5,At Talal Dist.,حي التلال
10500047006,47,5,Ash Shifa Dist.,حي الشفاء
10500047007,47,5,Al Wadi Dist.,حي الوادي
10500047008,47,5,Al Baladiyah Dist.,حي البلدية
10500047009,47,5,As Sinaiyah Dist.,حي الصناعية
10500047010,47,5,Al Aziziyah Dist.,حي العزيزية
10500047011,47,5,Al Fayha Dist.,حي الفيحاء
10500047012,47,5,Ar Rabwah Dist.,حي الربوة
10500047013,47,5,Al Batin Dist.,حي الباطن
10500047014,47,5,Al Muhammadiyah Dist.,حي المحمدية
10500047015,47,5,Al Khalidiyah Dist.,حي الخالدية
10500047016,47,5,An Nahdah Dist.,حي النهضة
10500047017,47,5,Al Safa Dist.,حي الصفاء
10500047018,47,5,Fulaij Dist.,حي فليج
10500047019,47,5,Qurtubah Dist.,حي قرطبة
10500047020,47,5,Ar Rawdah Dist.,حي الروضة
10500047021,47,5,As Sulimaniyah Dist.,حي السليمانية
10500047022,47,5,Al Faisaliyah Dist.,حي الفيصلية
10500047023,47,5,An Nuzhah Dist.,حي النزهة
10500047024,47,5,Al Manar Dist.,حي المنار
10500047025,47,5,Al Yarmuk Dist.,حي اليرموك
10500047026,47,5,Ar Rayan Dist.,حي الريان
10500047027,47,5,An Nayfiyah Dist.,حي النايفية
10500047028,47,5,Al Muruj Dist.,حي المروج
10500047029,47,5,Al Nakhil Dist.,حي النخيل
10500047030,47,5,Al Wahah Dist.,حي الواحة
10500047031,47,5,Al Masif Dist.,حي المصيف
10500047032,47,5,Ghirnatah Dist.,حي غرناطة
10500047033,47,5,Abu Musa Al Ashari Dist.,حي ابو موسى الاشعري
10500047034,47,5,Al Khalij Dist.,حي الخليج
10500047035,47,5,Ar Raid Dist.,حي الرائد
10500047036,47,5,Al Wurud Dist.,حي الورود
10500055001,55,5,Ar Rawdah Dist.,حي الروضة
10500055002,55,5,Al Faisaliyah Dist.,حي الفيصلية
10500055003,55,5,Al Muhammadiyah Dist.,حي المحمدية
10500055004,55,5,Al Naseem Dist.,حي النسيم
10500055005,55,5,Ash Shifa Dist.,حي الشفاء
10500055006,55,5,Al Andalus Dist.,حي الأندلس
10500055007,55,5,Al Aziziyah Dist.,حي العزيزية
10500055008,55,5,Al Hidaya Dist.,حي الهداية
10500055009,55,5,As Sinaiyah Dist.,حي الصناعية
10500055010,55,5,Al Khalidiyah Dist.,حي الخالدية
10500067003,67,5,Al Badi Dist.,حي البديع
10500067004,67,5,Warehouse Area,منطقة المستودعات
10500067005,67,5,Al Majidiyah Dist.,حي المجيدية
10500067006,67,5,Ash Shati Dist.,حي الشاطئ
10500067007,67,5,Al Fath Dist.,حي الفتح
10500067008,67,5,Al Wahah Dist.,حي الواحة
10500067009,67,5,Al Muruj Dist.,حي المروج
10500067010,67,5,As Sinaiyah Dist.,حي الصناعية
10500067011,67,5,Ar Rawdah Dist.,حي الروضة
10500067012,67,5,Al Wurud Dist.,حي الورود
10500067013,67,5,Ar Rida Dist.,حي الرضا
10500067014,67,5,Al Jarudiyah Dist.,حي الجارودية
10500067015,67,5,Halat Mahish Dist.,حي حلة محيش
10500067016,67,5,Al Yaqut Dist.,حي الياقوت
10500067017,67,5,Al Badiah Dist.,حي البديعة
10500067018,67,5,Ad Dababiyyah Dist.,حي الدبابية
10500067019,67,5,Al Khamisah Dist.,حي الخامسة
10500067020,67,5,Umm Al Jazm Dist.,حي ام الجزم
10500067021,67,5,Badiah Al Basri Dist.,حي بديعة البصري
10500067022,67,5,Al Mashtal Dist.,حي المشتل
10500067023,67,5,Az Zomorod Dist.,حي الزمرد
10500067024,67,5,An Nasirah Dist.,حي الناصرة
10500067025,67,5,Al Bahari Dist.,حي البحاري
10500067026,67,5,Mayyas Dist.,حي مياس
10500067027,67,5,Al Jawahir Dist.,حي الجواهر
10500067028,67,5,Al Khuzama Dist.,حي الخزامى
10500067029,67,5,At Tawbi Dist.,حي التوبي
10500067030,67,5,Al Jarrari Dist.,حي الجراري
10500067031,67,5,Ash Shahba Dist.,حي الشهباء
10500067032,67,5,Al Qadih Dist.,حي القديح
10500067033,67,5,Al Madaris Dist.,حي المدارس
10500067034,67,5,Ash Shamasiyyah Dist.,حي الشماسيه
10500067035,67,5,Bab As Sab Dist.,حي باب الساب
10500067036,67,5,Al Jumaimah Dist.,حي الجميمة
10500067037,67,5,Al Masudiyah Dist.,حي المسعودية
10500067038,67,5,Al Khuwaildiyah Dist.,حي الخويلدية
10500067039,67,5,Al Awamiyah Dist.,حي العوامية
10500067040,67,5,Ad Doij Dist.,حي الدويج
10500067041,67,5,Ar Rabiah Dist.,حي الرابعة
10500067042,67,5,Al Bustan Dist.,حي البستان
10500067043,67,5,Al Jazirah Dist.,حي الجزيرة
10500067044,67,5,Ash Shariah Dist.,حي الشريعة
10500067045,67,5,Al Wasadah Dist.,حي الوسادة
10500067046,67,5,Al Qalah Dist.,حي القلعة
10500067047,67,5,Al Bawadi Dist.,حي البوادي
10500067048,67,5,Al Husain Dist.,حي الحسين
10500067049,67,5,Al Madani Dist.,حي المدني
10500067050,67,5,Ath Thuraiya Dist.,حي الثريا
10500067051,67,5,Ar Rif Dist.,حي الريف
10500067052,67,5,Bab Madinah Ash Shamal Dist.,حي باب الشمال
10500067053,67,5,Al Bahr Dist.,حي البحر
10500067054,67,5,Ash Shweikah Dist.,حي الشويكة
10500067055,67,5,Al Wadiah Dist.,حي الوديعه
10500067056,67,5,Kuwaikib Dist.,حي الكويكب
10500067057,67,5,An Narjis Dist.,حي النرجس
10500067058,67,5,Az Zahra Dist.,حي الزهراء
10500067059,67,5,Az Zarah Dist.,حي الزارة
10500089001,89,5,Ar Rifaa Dist.,حي الرفاع
10500089002,89,5,Ar Rabwah Dist.,حي الربوة
10500089003,89,5,Al Wahah Dist.,حي الواحة
10500089004,89,5,Ghirnatah Dist.,حي غرناطة
10500089005,89,5,Az Zuhur Dist.,حي الزهور
10500089006,89,5,Ar Rawdah Dist.,حي الروضة
10500089007,89,5,Ar Rabie Dist.,حي الربيع
10500089008,89,5,Qasr Aali Dist.,حي قصر عالي
10500089009,89,5,Qurtubah Dist.,حي قرطبة
10500089010,89,5,Al Andalus Dist.,حي الاندلس
10500089011,89,5,Al Khalidiyah Dist.,حي الخالدية
10500089012,89,5,As Sinaiyah Dist.,حي الصناعية
10500089013,89,5,As Salam Dist.,حي السلام
10500089014,89,5,An Nuzhah Dist.,حي النزهة
10500089015,89,5,Al Muruj Dist.,حي المروج
10500113001,113,5,Al Merqab Dist.,حي المرقاب
10500113002,113,5,Tebah Dist.,حي طيبة
10500113004,113,5,Al Rawdah Dist.,حي الروضة
10500113005,113,5,Al Dabab Dist.,حي الضباب
10500113006,113,5,Al Wahah Dist.,حي الواحة
10500113007,113,5,Al Tawyah Dist.,حي الطوية
10500113008,113,5,Al Dana Dist.,حي الدانة
10500113009,113,5,Al Safat Dist.,حي الصفاة
10500113010,113,5,Oraifi Industrial Dist.,حي صناعية العريفي
10500113011,113,5,Al Yarmuk Dist.,حي اليرموك
10500113012,113,5,Al Bustan Dist.,حي البستان
10500113013,113,5,Al Taawun Dist.,حي التعاون
10500113014,113,5,Abu Musa Alashary Dist.,حي ابو موسى الاشعري
10500113015,113,5,Al Jawhara Dist.,حي الجوهرة
10500113016,113,5,Ghirnatah Dist.,حي غرناطة
10500113017,113,5,Al Salam Dist.,حي السلام
10500113018,113,5,Ar Rabwah Dist.,حي الربوة
10500113019,113,5,Al Bahar Dist.,حي البحر
10500113020,113,5,Ishbiliyah Dist.,حي اشبلية
10500113021,113,5,Al Hamra Dist.,حي الحمراء
10500113022,113,5,Al Khuzama Dist.,حي الخزامى
10500113023,113,5,Al Aziziyah Dist.,حي العزيزية
10500113024,113,5,Cordoba Dist.,حي قرطبة
10500113025,113,5,Al Huwaylat Dist.,حي الحويلات
10500113026,113,5,Al Lualu Dist.,حي اللؤلؤ
10500113027,113,5,1st Industrial Area,المنطقة الصناعية الاولى
10500113028,113,5,Industrial Area,المنطقة الصناعية
10500113029,113,5,Ash Shati Dist.,حي الشاطئ
10500113030,113,5,Al Ahsa Dist.,حي الاحساء
10500113031,113,5,2nd Industrial Area,المنطقة الصناعية الثانية
10500113032,113,5,3rd Industrial Area,المنطقة الصناعية الثالثة
10500113033,113,5,Yanbu Dist.,حي ينبع
10500113034,113,5,Al Fayha Dist.,حي الفيحاء
10500113035,113,5,Al Khalij Dist.,حي الخليج
10500113036,113,5,Najd Dist.,حي نجد
10500113037,113,5,Darin Dist.,حي دارين
10500113038,113,5,Sudayr Dist.,حي سدير
10500113039,113,5,Makkah Dist.,حي مكة
10500113040,113,5,Al Hijaz Dist.,حي الحجاز
10500113041,113,5,Al Firdaws Dist.,حي الفردوس
10500113042,113,5,Al Andalus Dist.,حي الاندلس
10500113043,113,5,Al Farouq Dist.,حي الفاروق
10500113044,113,5,Al Quds Dist.,حي القدس
10500113045,113,5,Jalmudah Dist.,حي جلمودة
10500113046,113,5,Al Matrafiyah Dist.,حي المطرفية
10500115002,115,5,As Sinaiyah Dist.,حي الصناعية
10500115003,115,5,At Tashalih Dist.,حي التشاليح
10500115004,115,5,Ar Rabie Dist.,حي الربيع
10500115005,115,5,Al Aziziyah Dist.,حي العزيزية
10500115006,115,5,C4 Dist.,حي ج4
10500115007,115,5,Al Khalij Dist.,حي الخليج
10500115008,115,5,Al Muhammadiyah Dist.,حي المحمدية
10500115009,115,5,Al Faisaliyah Dist.,حي الفيصلية
10500227001,227,5,Ad Dawhah Al Janubiyah Dist.,حي الدوحة الجنوبية
10500227002,227,5,Ad Danah Ash Shamaliyah Dist.,حي الدانة الشمالية
10500227003,227,5,Al Qusur Dist.,حي القصور
10500227004,227,5,Ad Dawhah Ash Shamaliyah Dist.,حي الدوحة الشمالية
10500227005,227,5,Ad Danah Al Janubiyah Dist.,حي الدانة الجنوبية
10500227006,227,5,Al Jamiah Dist.,حي الجامعة
10500227007,227,5,Al Haras Al Watani Dist.,حي الحرس الوطني
10500227008,227,5,Tihamah Dist.,حي تهامة
10500227009,227,5,Al Qashlah Dist.,حي القشلة
10500227010,227,5,Hajr Dist.,حي هجر
10500227011,227,5,Gharb Adh Dhahran Dist.,حي غرب الظهران
10500227012,227,5,King Fahd University Of Petroleum And Minerals,جامعة الملك فهد للبترول والمعادن
10500227013,227,5,Ajyal,أجيال
10500243001,243,5,Ar Rabwah Dist.,حي الربوة
10500243002,243,5,Qurtubah Dist.,حي قرطبة
10500243003,243,5,As Sinaiyah Dist.,حي الصناعية
10500243004,243,5,An Nuzhah Dist.,حي النزهة
10500243005,243,5,Al Andalus Dist.,حي الاندلس
10500243006,243,5,Ar Rawdah Dist.,حي الروضة
10500243007,243,5,Ghirnatah Dist.,حي غرناطة
10500243008,243,5,Ishbiliyah Dist.,حي أشبيلية
10500243009,243,5,Al Matar Dist.,حي المطار
10500243010,243,5,Al Madinah  Dist.,حي المدينة
10500243011,243,5,Al Nakhil Dist.,حي النخيل
10500243012,243,5,Al Fardus Dist.,حي الفردوس
10500243013,243,5,Al Basatin Dist.,حي البساتين
10500454001,454,5,An Nabiyah Dist.,حي النابية
10500454002,454,5,Ad Dirah Dist.,حي الديرة
10500454003,454,5,Ghirnatah Dist.,حي غرناطة
10500454004,454,5,Al Firdaws Dist.,حي الفردوس
10500454005,454,5,As Salam Dist.,حي السلام
10500454006,454,5,Qurtubah Dist.,حي قرطبة
10500454007,454,5,At Tif Dist.,حي الطف
10500454008,454,5,Al Khisab Dist.,حي الخصاب
10500454009,454,5,Al Ghadir Dist.,حي الغدير
10500454010,454,5,An Naqa Dist.,حي النقى
10500454011,454,5,Al Muntazah Dist.,حي المنتزة
10500454012,454,5,Al Kawthar Dist.,حي الكوثر
10500454013,454,5,Al Naseem Dist.,حي النسيم
10500454014,454,5,Al Khalij Dist.,حي الخليج
10500454015,454,5,Az Zuhur Dist.,حي الزهور
10500454016,454,5,An Nur Dist.,حي النور
10500454017,454,5,Gharb An Nabiyah Dist.,حي غرب النابية
10500454018,454,5,As Sinaiyah Dist.,حي الصناعية
10500456003,456,5,Az Zomorod Dist.,حي الزمرد
10500456004,456,5,As Sadafah Dist.,حي الصدفة
10500456005,456,5,Al Manakh Dist.,حي المناخ
10500456006,456,5,An Narjis Dist.,حي النرجس
10500456007,456,5,Ar Rabeiyah Dist.,حي الربيعية
10500456008,456,5,Al Nakhil Dist.,حي النخيل
10500456009,456,5,Al Lulu Dist.,حي اللؤلؤ
10500456010,456,5,Al Jamiyin Dist.,حي الجامعيين
10500456011,456,5,Sanabis Dist.,حي سنابس
10500456012,456,5,Ad Dirah Dist.,حي الديرة
10500456013,456,5,Az Zour Dist.,حي الزور
10500456014,456,5,Al Yamamah Dist.,حي اليمامة
10500456015,456,5,As Sawari Dist.,حي الصواري
10500456016,456,5,Al Jawharah Dist.,حي الجوهرة
