code,city_code,region_code,en,ar
10100003001,3,1,Al Amal Dist.,حي العمل
10100003002,3,1,Al Namudhajiyah Dist.,حي النموذجية
10100003003,3,1,Al Jarradiyah Dist.,حي الجرادية
10100003004,3,1,Al Sinaiyah Dist.,حي الصناعية
10100003005,3,1,Manfuha Al Jadidah Dist.,حي منفوحة الجديدة
10100003006,3,1,Al Fakhiriyah Dist.,حي الفاخرية
10100003007,3,1,Al Dirah Dist.,حي الديرة
10100003008,3,1,East Umm Al Hamam Dist.,حي ام الحمام الشرقي
10100003009,3,1,Al Sharafiyah Dist.,حي الشرفية
10100003010,3,1,Al Hada Dist.,حي الهدا
10100003011,3,1,North Mathar Dist.,حي المعذر الشمالي
10100003012,3,1,West Umm Al Hamam Dist.,حي ام الحمام الغربي
10100003013,3,1,Ar Rahmaniyah Dist.,حي الرحمانية
10100003014,3,1,Laban Dist.,حي لبن
10100003015,3,1,Ar Rafiah Dist.,حي الرفيعة
10100003016,3,1,Al Shohda Dist.,حي الشهداء
10100003017,3,1,King Fahd Dist.,حي الملك فهد
10100003018,3,1,Al Suwaidi Dist.,حي السويدي
10100003019,3,1,Al Hazm Dist.,حي الحزم
10100003020,3,1,Utayqah Dist.,حي عتيقة
10100003021,3,1,Al Murabba Dist.,حي المربع
10100003022,3,1,Al Falah Dist.,حي الفلاح
10100003023,3,1,Al Nada Dist.,حي الندى
10100003024,3,1,Al Mursalat Dist.,حي المرسلات
10100003025,3,1,Al Nuzha Dist.,حي النزهة
10100003026,3,1,Al Woroud Dist.,حي الورود
10100003027,3,1,King Faisal Dist.,حي الملك فيصل
10100003028,3,1,2nd Industrial City,المدينة الصناعية الثانية
10100003029,3,1,Al Aziziyah Dist.,حي العزيزية
10100003030,3,1,Al Mansurah Dist.,حي المنصورة
10100003031,3,1,Ghobairah Dist.,حي غبيرة
10100003032,3,1,Al Farooq Dist.,حي الفاروق
10100003033,3,1,Al Faisaliyah Dist.,حي الفيصلية
10100003034,3,1,Al Khalidiyah Dist.,حي الخالدية
10100003035,3,1,Al Jazeerah Dist.,حي الجزيرة
10100003036,3,1,Al Saadah Dist.,حي السعادة
10100003037,3,1,Al Nasiriyah Dist.,حي الناصرية
10100003038,3,1,Al Manakh Dist.,حي المناخ
10100003039,3,1,Al Difaa Dist.,حي الدفاع
10100003040,3,1,Al Noor Dist.,حي النور
10100003041,3,1,King Abdullah Dist.,حي الملك عبدالله
10100003042,3,1,Al Wahah Dist.,حي الواحة
10100003043,3,1,Salahuddin Dist.,حي صلاح الدين
10100003044,3,1,King Abdulaziz Dist.,حي الملك عبدالعزيز
10100003045,3,1,Al Wizarat Dist.,حي الوزارات
10100003046,3,1,Skirinah Dist.,حي سكيرينة
10100003047,3,1,Ar Rabwah Dist.,حي الربوة
10100003048,3,1,Jareer Dist.,حي جرير
10100003049,3,1,Al Mathar Dist.,حي المعذر
10100003050,3,1,As Salhiyah Dist.,حي الصالحية
10100003051,3,1,Al Malaz Dist.,حي الملز
10100003052,3,1,Manfuhah Dist.,حي منفوحة
10100003053,3,1,Olaishah Dist.,حي عليشة
10100003054,3,1,Al Nahdah Dist.,حي النهضة
10100003055,3,1,Al Khaleej Dist.,حي الخليج
10100003056,3,1,Al Dhubbat Dist.,حي الضباط
10100003057,3,1,West Suwaidi Dist.,حي السويدي الغربي
10100003058,3,1,Dirab Dist.,حي ديراب
10100003059,3,1,Ohod Dist.,حي احد
10100003060,3,1,Namar Dist.,حي نمار
10100003061,3,1,Al Shifa Dist.,حي الشفا
10100003062,3,1,Al Muhammadiyah Dist.,حي المحمدية
10100003063,3,1,Al Sulaimaniyah Dist.,حي السليمانية
10100003064,3,1,Al Marwah Dist.,حي المروة
10100003065,3,1,Okaz Dist.,حي عكاظ
10100003066,3,1,Shubra Dist.,حي شبرا
10100003067,3,1,Al Zahrah Dist.,حي الزهرة
10100003068,3,1,Siyah Dist.,حي صياح
10100003069,3,1,Sultanah Dist.,حي سلطانة
10100003070,3,1,Al Yamamah Dist.,حي اليمامة
10100003071,3,1,Al Badiah Dist.,حي البديعة
10100003072,3,1,Al Masani Dist.,حي المصانع
10100003073,3,1,Al Qadisiyah Dist.,حي القادسية
10100003074,3,1,Al Safa Dist.,حي الصفا
10100003075,3,1,Al Olaya Dist.,حي العليا
10100003076,3,1,Al Duraihemiyah Dist.,حي الدريهمية
10100003077,3,1,Al Iskan Dist.,حي الاسكان
10100003078,3,1,Al Salam Dist.,حي السلام
10100003079,3,1,Al Manar Dist.,حي المنار
10100003080,3,1,East Naseem Dist.,حي النسيم الشرقي
10100003081,3,1,Al Quds Dist.,حي القدس
10100003082,3,1,Al Wadi Dist.,حي الوادي
10100003083,3,1,Al Nafel Dist.,حي النفل
10100003084,3,1,Al Maseef Dist.,حي المصيف
10100003085,3,1,Al Taawun Dist.,حي التعاون
10100003086,3,1,Al Ezdihar Dist.,حي الازدهار
10100003087,3,1,Al Andalus Dist.,حي الاندلس
10100003088,3,1,Al Rawdah Dist.,حي الروضة
10100003089,3,1,Al Rawabi Dist.,حي الروابي
10100003090,3,1,Al Rayan Dist.,حي الريان
10100003091,3,1,Dhahrat Al Badeah Dist.,حي ظهرة البديعة
10100003092,3,1,Al Nadheem Dist.,حي النظيم
10100003093,3,1,Al Rimayah Dist.,حي الرماية
10100003094,3,1,Al Bariyah Dist.,حي البرية
10100003095,3,1,Taybah Dist.,حي طيبة
10100003096,3,1,Mansuriyah Dist.,حي المنصورية
10100003097,3,1,Dahiyat Namar Dist.,حي ضاحية نمار
10100003098,3,1,Al Misfat Dist.,حي المصفاة
10100003099,3,1,Assafarat Dist.,حي السفارات
10100003100,3,1,Khashm Al An,خشم العان
10100003101,3,1,Qurtubah Dist.,حي قرطبة
10100003102,3,1,Tuwaiq Dist.,حي طويق
10100003103,3,1,Al Awaly Dist.,حي العوالي
10100003104,3,1,Ar Rabie Dist.,حي الربيع
10100003105,3,1,Al Mughrazat Dist.,حي المغرزات
10100003106,3,1,Al Sulay Dist.,حي السلي
10100003107,3,1,Al Aqeeq Dist.,حي العقيق
10100003108,3,1,Al Nakheel Dist.,حي النخيل
10100003109,3,1,Al Ghadeer Dist.,حي الغدير
10100003110,3,1,Al Muruj Dist.,حي المروج
10100003111,3,1,Al Oud Dist.,حي العود
10100003112,3,1,Thulaim Dist.,حي ثليم
10100003113,3,1,Al Shumaisi Dist.,حي الشميسي
10100003114,3,1,Al Wisham Dist.,حي الوشام
10100003115,3,1,Salam Park,منتزه سلام
10100003116,3,1,Al Dubiyah Dist.,حي الدوبية
10100003117,3,1,Meakal Dist.,حي معكال
10100003118,3,1,Jabrah Dist.,حي جبرة
10100003119,3,1,Al Qura Dist.,حي القرى
10100003120,3,1,Al Marqab Dist.,حي المرقب
10100003121,3,1,Al Futah Dist.,حي الفوطة
10100003122,3,1,Umm Saleem Dist.,حي ام سليم
10100003123,3,1,Al Sahafah Dist.,حي الصحافة
10100003125,3,1,Al Raed Dist.,حي الرائد
10100003126,3,1,West Oraija Dist.,حي العريجاء الغربي
10100003127,3,1,Al Uraija Dist.,حي العريجاء
10100003128,3,1,Middle Oraija Dist.,حي العريجاء الوسطى
10100003129,3,1,Al Hamra Dist.,حي الحمراء
10100003130,3,1,Al Dar Al Baida Dist.,حي الدار البيضاء
10100003131,3,1,Al Butaiha Dist.,حي البطيحا
10100003132,3,1,Al Zahra Dist.,حي الزهراء
10100003133,3,1,Al Fayha Dist.,حي الفيحاء
10100003134,3,1,Al Mutamarat Dist.,حي المؤتمرات
10100003135,3,1,Al Wusayta Dist.,حي الوسيطاء
10100003136,3,1,Al Janadriyah Dist.,حي الجنادرية
10100003137,3,1,Ishbiliyah Dist.,حي اشبيلية
10100003138,3,1,Al Maizalah Dist.,حي المعيزلة
10100003139,3,1,Al Yarmuk Dist.,حي اليرموك
10100003140,3,1,Al Munisiyah Dist.,حي المونسية
10100003141,3,1,Al Khuzama Dist.,حي الخزامى
10100003142,3,1,Irqah,عرقة
10100003143,3,1,Dhahrat Laban Dist.,حي ظهرة لبن
10100003144,3,1,Hiteen Dist.,حي حطين
10100003145,3,1,Al Malqa Dist.,حي الملقا
10100003146,3,1,Al Qairawan Dist.,حي القيروان
10100003147,3,1,Al Yasmeen Dist.,حي الياسمين
10100003148,3,1,Al Arid Dist.,حي العارض
10100003149,3,1,King Khalid International Airport,مطار الملك خالد
10100003150,3,1,Al Narjis Dist.,حي النرجس
10100003151,3,1,Imam Muhammed Bin Saud Islamic University,جامعة الامام محمد بن سعود الاسلامية
10100003152,3,1,Banban Dist.,حي بنبان
10100003153,3,1,Al Rimal Dist.,حي الرمال
10100003155,3,1,Ghirnatah Dist.,حي غرناطة
10100003156,3,1,Al Dahou Dist.,حي الدحو
10100003157,3,1,Al Ammajiyah Dist.,حي العماجية
10100003158,3,1,Hyt Dist.,حي هيت
10100003159,3,1,Al Haer Dist.,حي الحائر
10100003161,3,1,Umm Al Shaal Dist.,حي ام الشعال
10100003162,3,1,Al Ghannamiyah Dist.,حي الغنامية
10100003163,3,1,Oraid Dist.,حي عريض
10100003164,3,1,Badr Dist.,حي بدر
10100003165,3,1,Al Mahdiyah Dist.,حي المهدية
10100003166,3,1,King Saud University,جامعة الملك سعود
10100003167,3,1,West Naseem Dist.,حي النسيم الغربي
10100003168,3,1,Al Mishael Dist.,حي المشاعل
10100003169,3,1,Al Nadwah Dist.,حي الندوة
10100003171,3,1,Al Rabiyah Dist.,حي الرابية
10100003172,3,1,Wady Laban Dist.,حي وادي لبن
10100003174,3,1,Al Sidrah Dist.,حي السدرة
10100003175,3,1,Al Tadamun Dist.,حي التضامن
10100003176,3,1,King Abdullah City For Energy,مدينة الملك عبدالله للطاقة
10100003177,3,1,Al Basatin Dist.,حي البساتين
10100003178,3,1,Al Rehab Dist.,حي الرحاب
10100003179,3,1,Al Majd Dist.,حي المجد
10100003180,3,1,Al Danah Dist.,حي الدانة
10100003182,3,1,Al Risalah Dist.,حي الرسالة
10100003183,3,1,Al Khair Dist.,حي الخير
10100003184,3,1,Al Fursan Dist.,حي الفرسان
10100003185,3,1,Al Sholah Dist.,حي الشعلة
10100003186,3,1,Al Rayah Dist.,حي الراية
10100003187,3,1,Al Zahour Dist.,حي الزهور
10100003188,3,1,Al Zaher Dist.,حي الزاهر
10100003189,3,1,Al Marjan Dist.,حي المرجان
10100003190,3,1,Al Bayan Dist.,حي البيان
10100003191,3,1,Al Ula Dist.,حي العلا
10100003192,3,1,Al Mashriq Dist.,حي المشرق
10100003193,3,1,Al Nakhbah Dist.,حي النخبة
10100003194,3,1,Al Sahab Dist.,حي السحاب
10100003195,3,1,Al Wasam Dist.,حي الوسام
10100024001,24,1,Al Marqab Dist.,حي المرقب
10100024002,24,1,Al Yarmuk Dist.,حي اليرموك
10100024003,24,1,Al Fayha Dist.,حي الفيحاء
10100024004,24,1,King Fahd Dist.,حي الملك فهد
10100024005,24,1,King Salman Dist.,حي الملك سلمان
10100024006,24,1,King Abdulaziz Dist.,حي الملك عبدالعزيز
10100024007,24,1,Al Andalus Dist.,حي الاندلس
10100024008,24,1,Al Matar Dist.,حي المطار
10100024009,24,1,King Abdullah Dist.,حي الملك عبدالله
10100024011,24,1,Industrial Area,المنطقة الصناعية
10100024012,24,1,Al Jamiyin Dist.,حي الجامعيين
10100024013,24,1,Al Muruj Dist.,حي المروج
10100024014,24,1,Al Mustaqbal Dist.,حي المستقبل
10100153002,153,1,Al Basirah Dist.,حي البصيرة
10100153003,153,1,Ar Rawdah Dist.,حي الروضة
10100153004,153,1,Ar Rafiah Dist.,حي الرفيعة
10100162001,162,1,Al Balad Al Qadimah Dist.,حي البلد القديمة
10100162002,162,1,King Fahd Dist.,حي الملك فهد
10100162003,162,1,Al Samriyah Dist.,حي السمرية
10100162004,162,1,Al Qari Dist.,حي القري
10100162005,162,1,Industrial Dist.,حي الصناعية
10100162006,162,1,King Faisal Dist.,حي الملك فيصل
10100162007,162,1,Al Marqab Dist.,حي المرقب
10100162008,162,1,Shiraf Dist.,حي شراف
10100162009,162,1,An Namudhajiyah Dist.,حي النموذجية
10100162010,162,1,Al Jazur Dist.,حي الجزر
10100162011,162,1,New Industrial Dist.,حي الصناعية الجديدة
10100162012,162,1,Al Shuaibah Dist.,حي الشعيبة
10100162013,162,1,Al Wusta Dist.,حي الوسطة
10100162014,162,1,Al Shamalia Dist.,حي الشمالية
10100165001,165,1,Al Yasmin Dist.,حي الياسمين
10100165002,165,1,Ash Shibilyah Dist.,حي الشبيلية
10100165003,165,1,Al Aziziyah Dist.,حي العزيزية
10100165004,165,1,Ar Rabah Dist.,حي الربعة
10100165005,165,1,Goverment Departments Dist.,حي الدوائر الحكومية
10100165006,165,1,Al Qadisiyah Dist.,حي القادسية
10100165007,165,1,Badr Dist.,حي بدر
10100165008,165,1,Ash Shifa Dist.,حي الشفا
10100165009,165,1,An Nuzhah Dist.,حي النزهة
10100165010,165,1,Al Masif Dist.,حي المصيف
10100165011,165,1,Al Halah At Taliyah Dist.,حي الحلة الطالعية
10100165012,165,1,Al Fath Dist.,حي الفتح
10100165013,165,1,Al Nakhil Dist.,حي النخيل
10100165014,165,1,Al Muruj Dist.,حي المروج
10100165015,165,1,Al Yarmuk Dist.,حي اليرموك
10100165016,165,1,An Nahdah Dist.,حي النهضة
10100165017,165,1,Az Zuhur Dist.,حي الزهور
10100167001,167,1,Sudair Industrial And Business City,مدينة سدير للصناعة والأعمال
10100167002,167,1,King Abdullah Dist.,حي الملك عبدالله
10100167003,167,1,King Saud Dist.,حي الملك سعود
10100167004,167,1,An Nahdah Dist.,حي النهضة
10100167005,167,1,King Fahd Dist.,حي الملك فهد
10100167006,167,1,Al Khalidiyah Dist.,حي الخالدية
10100167007,167,1,Al Khalij Dist.,حي الخليج
10100167008,167,1,Muntazah Dist.,حي منتزه
10100167010,167,1,Al Aziziyah Dist.,حي العزيزية
10100167011,167,1,King Faisal Dist.,حي الملك فيصل
10100167012,167,1,Al Yasmin Dist.,حي الياسمين
10100167013,167,1,Ar Rawdah Dist.,حي الروضة
10100167014,167,1,Al Yarmuk Dist.,حي اليرموك
10100167015,167,1,King Abdulaziz Dist.,حي الملك عبدالعزيز
10100167016,167,1,Tumair Industrial Dist.,حي صناعية تمير
10100168001,168,1,Sultanah Dist.,حي سلطانة
10100168002,168,1,Al Fayha Dist.,حي الفيحاء
10100168003,168,1,Ar Rawdah Dist.,حي الروضه
10100168004,168,1,Al Saadah Dist.,حي السعاده
10100168005,168,1,Al Nahdah Dist.,حي النهضه
10100168006,168,1,Al Wurud Dist.,حي الورود
10100168007,168,1,Al Andalus Dist.,حي الأندلس
10100168008,168,1,Al Faisaliyah Dist.,حي الفيصلية
10100168009,168,1,Al Masif Dist.,حي المصيف
10100168010,168,1,Al Khalij Dist.,حي الخليج
10100168011,168,1,Al Nakhil Dist.,حي النخيل
10100168012,168,1,Al Ghadir Dist.,حي الغدير
10100270001,270,1,Hiteen Dist.,حي حطين
10100270002,270,1,Qurtubah Dist.,حي قرطبة
10100270003,270,1,Al Faisaliyah Dist.,حي الفيصلية
10100270004,270,1,Al Aziziyah Dist.,حي العزيزية
10100270005,270,1,Al Quds Dist.,حي القدس
10100270006,270,1,Al Khalidiyah Dist.,حي الخالدية
10100270007,270,1,Ar Rawdah Dist.,حي الروضة
10100270008,270,1,Ar Rabwah Dist.,حي الربوة
10100270009,270,1,Ar Riyan Dist.,حي الريان
10100270010,270,1,An Nahdah Dist.,حي النهضة
10100270011,270,1,Margh  Dist.,حي مرخ
10100270012,270,1,As Sinaiyah Dist.,حي الصناعية
10100270013,270,1,Badr Dist.,حي بدر
10100270014,270,1,Uhd Dist.,حي احد
10100270015,270,1,Tuwik Dist.,حي طويق
10100270016,270,1,Al Farouq Dist.,حي الفاروق
10100270017,270,1,As Sediq Dist.,حي الصديق
10100270018,270,1,Al Yarmok Dist.,حي اليرموك
10100270020,270,1,Al Yamamah Dist.,حي اليمامة
10100270021,270,1,Alkah Dist.,حي علقة
10100270022,270,1,Al Deriyah Dist.,حي الدرعية
10100270023,270,1,Al Muntazah Dist.,حي المنتزة
10100270024,270,1,Al Andalus Dist.,حي الاندلس
10100270025,270,1,Semnan Dist.,حي سمنان
10100270026,270,1,As Salam Dist.,حي السلام
10100270027,270,1,As Sieh Dist.,حي السيح
10100270028,270,1,Urierah Dist.,حي عريعرة
10100270029,270,1,Al Wurud Dist.,حي الورود
10100270030,270,1,King Abdullah Dist.,حي الملك عبدالله
10100270031,270,1,Al Wahah Dist.,حي الواحة
10100270032,270,1,Al Izdihar Dist.,حي الازدهار
10100270033,270,1,Al Hamra Dist.,حي الحمراء
10100270034,270,1,Ishbiliya Dist.,حي اشبيليا
10100270035,270,1,Ghirnatah Dist.,حي غرناطة
10100270036,270,1,Al Yasmin Dist.,حي الياسمين
10100270037,270,1,Ar Rabie Dist.,حي الربيع
10100270038,270,1,As Saadah Dist.,حي السعادة
10100270039,270,1,An Nur Dist.,حي النور
10100270040,270,1,Al Khuzama Dist.,حي الخزامى
10100270041,270,1,An Naql Dist.,حي النفل
10100270042,270,1,Al Khalij Dist.,حي الخليج
10100270043,270,1,Al Fardus Dist.,حي الفردوس
10100270044,270,1,Al Manar Dist.,حي المنار
10100270045,270,1,Al Qadisiyah Dist.,حي القادسية
10100270046,270,1,An Nada Dist.,حي الندى
10100270047,270,1,Al Frosyah Dist.,حي الفروسية
10100270048,270,1,As Sieh Dist.,حي السيح
10100270049,270,1,Al Jawa,الجوى
10100270050,270,1,King Salman Dist.,حي الملك سلمان
10100306001,306,1,Al Wurud Dist.,حي الورود
10100306002,306,1,Az Zuhur Dist.,حي الزهور
10100306003,306,1,Al Andalus Dist.,حي الاندلس
10100306004,306,1,Ar Rabie Dist.,حي الربيع
10100306005,306,1,Al Masiaf Dist.,حي المصيف
10100306006,306,1,Al Yasmin Dist.,حي الياسمين
10100306007,306,1,Al Khuzama Dist.,حي الخزامى
10100306008,306,1,Ghirnatah Dist.,حي غرناطة
10100306009,306,1,Al Ghadir Dist.,حي الغدير
10100306010,306,1,As Sinaiyah Dist.,حي الصناعية
10100306011,306,1,An Naql Dist.,حي النفل
10100306012,306,1,Al Bustan Dist.,حي البستان
10100306013,306,1,Al Nakhil Dist.,حي النخيل
10100306014,306,1,Al Muruj Dist.,حي المروج
10100418001,418,1,Al Idhaah North Dist.,حي شمال الاذاعة
10100418002,418,1,Al Maarid Dist.,حي المعارض
10100418003,418,1,Al Idhaah Dist.,حي الاذاعة
10100418004,418,1,King Fahd Dist.,حي الملك فهد
10100418005,418,1,Al Malaz Dist.,حي الملز
10100418006,418,1,Al Asfar Dist.,حي الاصفر
10100418007,418,1,Al Hujjaj Dist.,حي الحجاج
10100418008,418,1,Al Mihaniyin Dist.,حي المهنيين
10100418009,418,1,An Nahdah Dist.,حي النهضة
10100418010,418,1,King Faisal  Dist.,حي الملك فيصل
10100418011,418,1,As Salhiyah Dist.,حي الصالحية
10100418012,418,1,Al Uud Dist.,حي العود
10100418013,418,1,Al Manfuhah Dist.,حي المنفوحة
10100418014,418,1,As Sinaiyah Dist.,حي الصناعية
10100418015,418,1,Al Khazzan Dist.,حي الخزان
10100418016,418,1,King Khalid  Dist.,حي الملك خالد
10100418017,418,1,As Sulaymaniyah Dist.,حي السليمانية
10100418018,418,1,Al Jamieyah,الجامعية
10100443001,443,1,Ad Dirah Al Qadimah Dist.,حي الديرة القديمة
10100443002,443,1,Al Khalidiyah Dist.,حي الخالدية
10100443003,443,1,Al Aziziyah Dist.,حي العزيزية
10100443004,443,1,Al Faisaliyah Dist.,حي الفيصلية
10100443005,443,1,Al Janadriyah Dist.,حي الجنادرية
10100500001,500,1,Industrial Area,المنطقة الصناعية
10100500002,500,1,Gaslah Dist.,حي غسلة
10100500003,500,1,Al Wakf Dist.,حي الوقف
10100500004,500,1,Ash Shifa Dist.,حي الشفاء
10100500005,500,1,King Fahd Dist.,حي الملك فهد
10100500006,500,1,Ar Rawdah Dist.,حي الروضة
10100500007,500,1,Al Naseem Dist.,حي النسيم
10100500008,500,1,Al Washm Dist.,حي الوشم
10100500009,500,1,Al Rehab Dist.,حي الرحبة
10100574001,574,1,Al Khalidiyah Dist.,حي الخالدية
10100574002,574,1,Al Aziziyah Dist.,حي العزيزية
10100574003,574,1,Al Yasmin Dist.,حي الياسمين
10100574004,574,1,An Nuzhah Dist.,حي النزهة
10100574005,574,1,As Sinaiyah Dist.,حي الصناعية
10100574006,574,1,Ad Dirah Dist.,حي الديرة
10100574007,574,1,Al Faisaliyah Dist.,حي الفيصلية
10100574008,574,1,Ash Sharafiyah Dist.,حي الشرفية
10100574009,574,1,An Nahdah Dist.,حي النهضة
10100574010,574,1,Ash Shifa Dist.,حي الشفا
10100669001,669,1,Mishrifah Dist.,حي مشرفة
10100669002,669,1,An Nuzhah Dist.,حي النزهة
10100669003,669,1,Hiteen Dist.,حي حطين
10100669004,669,1,King Fahd Dist.,حي الملك فهد
10100669005,669,1,Al Haramain Dist.,حي الحرمين
10100669006,669,1,As Salam Dist.,حي السلام
10100669007,669,1,Al Khalij  Dist.,حي الخليج
10100669008,669,1,Ad Dirah Dist.,حي الديرة
10100669009,669,1,Ar Rawdah Dist.,حي الروضة
10100669010,669,1,Al Faisaliyah Dist.,حي الفيصلية
10100669011,669,1,Badr Dist.,حي بدر
10100669012,669,1,Ar Rabwah Dist.,حي الربوة
10100669013,669,1,An Nahdah Dist.,حي النهضة
10100669014,669,1,Al Quds Dist.,حي القدس
10100669015,669,1,As Sinaiyah Dist.,حي الصناعية
10100669016,669,1,Al Khalidiyah Dist.,حي الخالدية
10100669017,669,1,Al Aziziyah Dist.,حي العزيزية
10100669018,669,1,Ar Rayan Dist.,حي الريان
10100669019,669,1,As Sunbulah Dist.,حي السنبلة
10100669020,669,1,Ad Dar Dist.,حي الدرع
10100669021,669,1,Rest House Area,منطقة الاستراحات
10100669022,669,1,Musaddah Dist.,حي مصده
10100684001,684,1,Al Shamali Dist.,حي الشمالي
10100684002,684,1,Al Khazzan Dist.,حى الخزان
10100684003,684,1,As Saadah Dist.,حي السعادة
10100684004,684,1,Ash Shifa Dist.,حي الشفاء
10100684005,684,1,An Nahdah Dist.,حي النهضة
10100684006,684,1,Al Aziziyah Dist.,حي العزيزية
10100684007,684,1,Al Fayha Dist.,حي الفيحاء
10100684008,684,1,Ash Shuhada Dist.,حي الشهداء
10100701001,701,1,Al Sinaiyah Dist.,حي الصناعية
10100701002,701,1,Faydat Al Fawazin Dist.,حي فيضة الفوازين
10100701003,701,1,Al Teseen Dist.,حي التسعين
10100701004,701,1,Al Diyabiyah Dist.,حي الذيابية
10100701005,701,1,Barzan Dist.,حي برزان
10100701006,701,1,Al Yasmin Dist.,حي الياسمين
10100701007,701,1,Al Aqishiyah Dist.,حي العقيشية
10100701008,701,1,Al Balad Dist.,حي البلد
10100701009,701,1,King Fahd Dist.,حي الملك فهد
10100701010,701,1,Al Maslakh Dist.,حي المسلخ
10100701011,701,1,Al Mathawiyah Dist.,حي المثوية
10100701012,701,1,Al Tadamun Dist.,حي التضامن
10100701013,701,1,Markaz Al Shararh Dist.,حي مركز الشرارة
10100701014,701,1,Ar Rafiah Dist.,حي الرفيعة
10100701015,701,1,As Salhiyah Dist.,حي الصالحية
10100701016,701,1,Mishrifah Dist.,حي مشرفة
10100701017,701,1,King Faisal Dist.,حي الملك فيصل
10100701018,701,1,Saqrah Dist.,حي صقرة
10100701019,701,1,Saqrah Northern Dist.,حي صقرة الشمالي
10100701020,701,1,Al Radifah Dist.,حي الرديفة
10100701021,701,1,Al Badiah Dist.,حي البديعة
10100701022,701,1,Al Zuaibah Dist.,حي الزعيبة
10100701023,701,1,Prince Sultan Dist.,حي الامير سلطان
10100701024,701,1,Al Faisaliyah Dist.,حي الفيصلية
10100701025,701,1,Sahara Dist.,حي صحارى
10100701026,701,1,Al Alawat Dist.,حي العلوات
10100701027,701,1,Al Shatiniyyah,حي الشتينية
10100701028,701,1,Al Qassima Dist.,حي القسيمة
10100795001,795,1,Ad Dirah Dist.,حي الديرة
10100795002,795,1,Al Nakhil Dist.,حي النخيل
10100795003,795,1,As Sad Dist.,حي السد
10100795004,795,1,Ar Rawdah Dist.,حي الروضة
10100795005,795,1,An Nahdah Dist.,حي النهضة
10100795006,795,1,Al Hazm Dist.,حي الحزم
10100828001,828,1,Al Malqah Dist.,حي الملقاه
10100828002,828,1,Al Faisaliyah Dist.,حي الفيصلية
10100828003,828,1,Al Thilaima Dist.,حي الثليما
10100828004,828,1,Al Salmaniyah Dist.,حي السلمانية
10100828005,828,1,Al Malik Dist.,حي الملك
10100828006,828,1,Al Diriyah Dist.,حي الدرعية
10100828007,828,1,Al Khalidiyah Dist.,حي الخالدية
10100828008,828,1,Al Asemah Dist.,حي العاصمة
10100828010,828,1,Al Turaif Dist.,حي الطريف
10100828011,828,1,Al Rooqiyah Dist.,حي الروقية
10100828012,828,1,Al Sarhiyah Dist.,حي السرحية
10100828013,828,1,Al Shohda Dist.,حي الشهداء
10100828014,828,1,West Dhahrat Al Oudah Dist.,حي ظهرة العودة غرب
10100828015,828,1,Al Blaida Dist.,حي البليدا
10100828016,828,1,Al Olab Dist.,حي العلب
10100828017,828,1,Sultanah,سلطانة
10100828018,828,1,East Dhahrat Al Oudah Dist.,حي ظهرة العودة شرق
10100830001,830,1,Al Ain Dist.,حي العين
10100830002,830,1,Salam Dist.,حي سلام
10100830003,830,1,Al Adel Dist.,حي العدل
10100830004,830,1,Military College,الكلية الحربية
10100830005,830,1,Aqraba Dist.,حي عقرباء
10100830006,830,1,Al Wahah Dist.,حي الواحة
10100830007,830,1,Ash Shuhada Dist.,حي الشهداء
10100830008,830,1,Al Waseel Dist.,حي الوصيل
10100830009,830,1,Al Wadi Dist.,حي الوادي
10100830010,830,1,Bawdah Dist.,حي هجرة بوضة
10100830011,830,1,Najd Dist.,حي نجد
10100830012,830,1,Prince Sultan Dist.,حي الامير سلطان
10100839001,839,1,Industrial Area,المنطقة الصناعية
10100839002,839,1,Al Yamamah Dist.,حي اليمامة
10100839003,839,1,Al Khalidiyah Dist.,حي الخالدية
10100839004,839,1,Al Aziziyah Dist.,حي العزيزية
10100839005,839,1,Al Wurud 1 Dist.,حي الورود 1
10100839006,839,1,An Nahdah Dist.,حي النهضة
10100839007,839,1,Al Muntazah Dist.,حي المنتزة
10100839008,839,1,Al Badi Al Gharbi Dist.,حي البديع الغربي
10100839009,839,1,Al Anqari Dist.,حي العنقري
10100839010,839,1,Al Badi Ash Sharqi Dist.,حي البديع الشرقي
10100880001,880,1,Abu Salim Dist.,حي ابو سليم
10100880002,880,1,As Salam Dist.,حي السلام
10100880003,880,1,Al Jazirah Dist.,حي الجزيرة
10100880004,880,1,Al Muruj Dist.,حي المروج
10100880005,880,1,Al Khalij Dist.,حي الخليج
10100880006,880,1,Ar Rabwah Dist.,حي الربوة
10100880007,880,1,Az Zuhur Dist.,حي الزهور
10100880008,880,1,Al Basatin Dist.,حي البساتين
10100880009,880,1,Al Wahah Dist.,حي الواحة
10100880010,880,1,Ad Dirah Dist.,حي الديرة
10100880011,880,1,As Sinaiyah Dist.,حي الصناعية
10100880012,880,1,Al Wurud Dist.,حي الورود
10100880013,880,1,Al Hazm Dist.,حي الحزم
10100880014,880,1,Al Jaffuniyyah Dist.,حي الجفونية
10100880015,880,1,Ad Darib Dist.,حي الضريب
10100885001,885,1,Al Wadi Dist.,حي الوادي
10100885002,885,1,Al Shifa Dist.,حي الشفاء
10100885003,885,1,Al Faisaliyah Dist.,حي الفيصلية
10100885004,885,1,Al Banafsaj Dist.,حي البنفسج
10100885005,885,1,Al Khalij Dist.,حي الخليج
10100885006,885,1,Al Khalidiyah Dist.,حي الخالدية
